code,country,name,phone,uen,account_manager,remark,credit_term,credit_limit,poc_first_name,poc_phone,poc_email,poc_title,address_address,address_unit_no,address_building_name,address_postal_code,address_phone
H0027,GERMANY,HAAGA KEHRSYSTEME MBH,(07021) 3642,,,,NET 30,,CHUA KIAN KOK,62660100 / HP. 98284240 ,kiankok.chua@henkel.com,,"24 WIELANDSTRASSE,
KIRCHHEIM KIRCHHEIM-OTLINGEN.
GERMANY 73230",,,73230,(07021) 3642
H0028,SINGAPORE,HAO HWA PAINTING CONTRACTOR,67656282 H/P:90226238,39042200B,,,NET 30,,CHUA KIAN KOK,62660100 / HP. 98284240 ,kiankok.chua@henkel.com,,"12 PHOENIX ROAD, PHOENIX HEIGHTS
SINGAPORE 668162", ,,668162,67656282 H/P:90226238
H0029,SINGAPORE,HIAP CHUAN HARDWARE (PTE) LTD,6862 2421/9457 5635,197302039M,,,NET 30,,Mr. Woei Song,68622421,song@steel.sg,,"11 TUAS AVENUE 3,
SINGAPORE 639410
",,,639410,6862 2421/9457 5635
H0030,SINGAPORE,HYPHEN MANPOWER SOLUTION PTE LTD,6746 1421,200600941M,,,NET 30,,Mr. Woei Song,68622421,song@steel.sg,,"25 LORONG 27A GEYLANG ,  
# 03 - 06
TIANG LIM ASSOCIATION   
SINGAPORE ",06,,,6746 1421
H0031,SINGAPORE,HOW SHUTTERS PTE LTD,6283 8385,200600264H,,,NET 30,,Mr. Woei Song,68622421,song@steel.sg,,"30 KAKI BUKIT ROAD 3,   
# 07 - 09
EMPIRE TECHNO  
SINGAPORE 417819",09,,417819,6283 8385
H0032,SINGAPORE,HERRY ENGINEERING PTE LTD,6284 7757,200508281H,,,NET 30,,Ms: Patricia Tan,62847757,patricia@herry.com.sg,,"62 KAKI BUKIT INDUSTRIAL TERRACE
SINGAPORE 416142
",,,416142,6284 7757
H0033,SINGAPORE,HOLTEN SIGNAPORE PTE LTD,6515 1258,200807721Z,,,NET 30,,RICHIE TAN     H/P: 9878 9002,6515 1258,sales@HoltelSG.com,,"11 PIONEER ROAD NORTH
SINGAPORE 628462
",,,628462,6515 1258
H0034,SINGAPORE,HUP HUAT GLASS PTE LTD**,6366 4988/ 9635 4988(H/P),200511177K,,,NET 30,,MS Qiao Yi,6366 4988,sales@huphuatglass.com,,"20 SUNGEI KADUT AVENUE
SINGAPORE 729655
",,,729655,6366 4988/ 9635 4988(H/P)
H0035,SINGAPORE,HUAKEONG TRADING PTE LTD,6366 2255,200906432G,,,NET 30,,MS Qiao Yi,6366 4988,sales@huphuatglass.com,,"7 KRANJI LOOP,
SINGAPORE 739543",,,739543,6366 2255
H0036,SINGAPORE,HU JUN KUANG,6346 0247/9172 6068,,,,NET 30,,MR HU JUN KUANG / ALTECO BRAND ,63460247,,,"57 LORONG H,   
#03 - 01
SINGAPORE 426065
",01,,426065,6346 0247/9172 6068
H0037,CHINA,"HONG KONG GRAND AUTO PARTS INDUSTRY CO., LTD",0086-20-37082069,,,,NET 30,,MR HU JUN KUANG / ALTECO BRAND ,63460247,,,"401 TIANYUAN ROAD , A104 JIANHAO BUSINESS BUILDING
GUANGZHOU
CHINA ", ,,,0086-20-37082069
H0038,SINGAPORE,HOCK CHEONG HARDWARE CO. PTE LTD,6481 7425,200615141R,,,NET 30,,MR RYAN CHIN  H/P: 9819 1006,6481 7425,hockcheonghardware98@gm.com,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0039,SINGAPORE,HAW SIN HARDWARE PTE LTD,6481 7425,199500480C,,,NET DUE,,MR RYAN CHIN  H/P: 9819 1006,6481 7425,hockcheonghardware98@gm.com,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0040,SINGAPORE,"HERCULES INDUSTRIAL CO., LIMITED",6481 7425,,,,NET DUE,,MR RYAN CHIN  H/P: 9819 1006,6481 7425,hockcheonghardware98@gm.com,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0041,SINGAPORE,HIMETAL ENTERPRISE PTE LTD,6481 7425,,,,NET 30,,Jason Qi,TEL: 68660203 / HP: 96437067,jason@himetal.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0042,SINGAPORE,HONG KING ELECTRICAL ENGINEERING PTE LTD,6481 7425,,,,NET DUE,,Jason Qi,TEL: 68660203 / HP: 96437067,jason@himetal.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0043,SINGAPORE,HYH ENTERPRISE PTE LTD,6481 7425,2006010860,,,NET DUE,,JEANNELTE HONG ,9181 0055 ,sales@hyhenterprise.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0044,SINGAPORE,HUAT RUBBER PRODUCTS PTE LTD,6481 7425,198501462H,,,NET 30,,MR LIN,6268 2242,huatrubber@singnet.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0045,SINGAPORE,HERRY ENGINEERING PTE LTD,6481 7425,200508281H,,,NET 30,,PATRICIA TAN,9742 2281,patricia@herry.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0046,SINGAPORE,H M GALLERY PTE LTD,6481 7425,20130047700,,,NET DUE,,GARY SUN,8222 9718,hm.imm@hmworldgroup.com,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0047,SINGAPORE,HENG BOON SENG CONSTRUCTION PTE LTD,6481 7425,198500593R,,,NET DUE,,Heng Tong Sheng,6259 0988  ,tongsheng@hbsc.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0048,SINGAPORE,HSY ENGINEERING PTE LTD,6481 7425,201616994K,,,NET 30,,Heng Tong Sheng,6259 0988  ,tongsheng@hbsc.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0049,SINGAPORE,HONG HOCK HARDWARE PTE LTD,6481 7425,198304321N,,,NET DUE,,TERENCE LOW,9088 1914 ,terence@honghock.com.sg,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0050,SINGAPORE,HINTECH ELECTRIC N REFRIGERATION CONTROLS,6481 7425,53033259X,,,NET DUE,,MR ONG,6344 7322,HINTECH.ELECTRIC@GMAIL.COM,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0051,SINGAPORE,HELMSION ENGINEERING PTE LTD,6481 7425,,,,NET DUE,,MR ONG,6344 7322,HINTECH.ELECTRIC@GMAIL.COM,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0052,SINGAPORE,HILLIER INDUSTRIES PTE LTD,6481 7425,199308151N,,,NET 30,,MR MD RAHMAN,9733 9941,,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
H0053,SINGAPORE,HYD-CYL ENGINEERING PTE LTD,6481 7425,201415321W,,,NET 30,,MR MD RAHMAN,9733 9941,,,"5031 ANG MO KIO IND PARK 2,
#01 - 243
SINGAPORE 569534
",243,,569534,6481 7425
I0001,SINGAPORE,INTERNATIONAL BEARINGS PTE LTD,62930760/62922660,197600138N,,,NET 60,,Mr Kane Loh,64616666,kane.loh@sg.intbearing.com,,"73 & 75 OWEN ROAD,
SINGAPORE 218893
",,,218893,62930760/62922660
I0002,SINGAPORE,INSULBUILD INDUSTRIES PTE LTD,3541626,198501946Z,,,NET 30,,Mr Kane Loh,64616666,kane.loh@sg.intbearing.com,,"3 PEMIMPIN DRIVE,   
# 07 - 05
LIP HING IND. BLDG,   
SINGAPORE 576147",05,,576147,3541626
I0003,SINGAPORE,IMAGE OFFICE SYSTEMS & SUPPLIES PTE LTD,2732768/9/4259,198300737E,,,NET 30,,Ah Bee,62930760,,,"1001 JALAN BUKIT MERAH ,   
#02 -  '04/06
SINGAPORE 159455
", '04/06,,159455,2732768/9/4259
I0004,SINGAPORE,ICI (SINGAPORE) PTE LTD,2940188,196800496N,,,NET 30,,Ah Bee,62930760,,,"152 BEACH ROAD,    
# 00
GATEWAY EAST  
SINGAPORE 189721",00,,189721,2940188
I0005,MALAYSIA,INSAFOAM INSULATION (MALAYSIA) SDN BHD,9050898/9050841,,,,NET 30,,Ah Bee,62930760,,,"3 JALAN 6B KAWASAN MIEL BALAKON
CHERAS JAYA SELANGOR
MALAYSIA 43200", ,,43200,9050898/9050841
I0006,,NOT IN USED,,,,,NET 15,,Ah Bee,62930760,,,,,,,
I0007,SINGAPORE,INDUCTION ELECTRICAL CO,6745 5810,21385700J,,,NET 30,,MR YEO,6745 5810,,,"1036 EUNOS AVENUE 4
#01 - 64
SINGAPORE 409790
",64,,409790,6745 5810
I0008,SINGAPORE,IE TECHNOLOGIES (S) PTE LTD,6543 0330,200510632C,,,NET 30,,MR YEO,6745 5810,,,"81 TUAS AVE 1
SINGAPORE 639516",,,639516,6543 0330
I0009,SINGAPORE,INTERSILKSCREEN PRINTING SERVICES,68936615,52860444M,,,NET 30,,MR CHAN SING KONG  H/P: 9623 1215,6893 6615,inpoint05@yahoo.com,,"131 JURONG STREET 13
SINGAPORE 
",,,,68936615
I0010,SINGAPORE,IMAGE MAKER IT SUPPLIES PTE LTD,6844 5464,200207994H,,,NET 30,,MR CHAN SING KONG  H/P: 9623 1215,6893 6615,inpoint05@yahoo.com,,"6 GENTING ROAD, JUBILEE INDUSTRIAL BUILDING ,
#06 - 00
SINGAPORE 349471
",00,,349471,6844 5464
I0011,SINGAPORE,INTERUNION (S.E.A) PTE LTD,6454 4608,200203768Z,,,NET 60,,MATTEO BONETTO,64544608,matteo@inter-union.com,,"246 MACPHERSON ROAD,BETIME BUILDING
#04 - 01
SINGAPORE 348578
",01,,348578,6454 4608
I0012,SINGAPORE,SUS (SINGAPORE) PTE. LTD.,6842 4348,199708279R,,,NET 30,,MR ZHONG CHENG ,6842 4348,,,"19 TANNERY ROAD
SINGAPORE 347730
",,,347730,6842 4348
I0013,SINGAPORE,INSPIRATION IDEAS PTE LTD,,200812192H,,,NET 30,,MR ZHONG CHENG ,6842 4348,,,"195 PEARL'S HILL TERRACE,
# 03
SINGAPORE 168976",,,168976,
I0014,SINGAPORE,INTERION PTE LTD,6257 1219,199502463C,,,NET 30,,MR RYAN PEH  H/P: 9488 8910,6257 1219 / 6257 0586,ryan@interion.com.sg,,"64 SENOKO ROAD,
SINGAPORE 758126
",,,758126,6257 1219
I0015,SINGAPORE,ISOLAB (SINGAPORE) PTE LTD,6266 6155,199305318Z,,,NET 30,,MR RYAN PEH  H/P: 9488 8910,6257 1219 / 6257 0586,ryan@interion.com.sg,,"2 JOO KOON CIRCLE
SINGAPORE 629031
",,,629031,6266 6155
I0016,SINGAPORE,INOV SOLUTIONS PTE LTD,,200304823H,,,NET 30,,MR RYAN PEH  H/P: 9488 8910,6257 1219 / 6257 0586,ryan@interion.com.sg,,"10 UBI CRESCENT,    
# 06 - 03
LOBBY A, UBI TECH PARK  
SINGAPORE 408564",03,,408564,
I0017,SINGAPORE,IGUS SINGAPORE PTE LTD,6487 1411,199704568K,,,NET 30,,MR SIMON LIEW  H/P: 9834 4953,6487 1411,sliew@igus.com.sg,,"15 SHAW ROAD, 
#03 - 02
SINGAPORE 367953
",02,,367953,6487 1411
I0018,SINGAPORE,INTERROLL (ASIA) PTE LTD,6266 6322,198801674D,,,NET 30,,MR SIMON LIEW  H/P: 9834 4953,6487 1411,sliew@igus.com.sg,,"386 JALAN AHMAD IBRAHIM
SINGAPORE 629156
",,,629156,6266 6322
I0019,SINGAPORE,ITS INDUSTRIAL HARDWARE PTE LTD,6862 1362 MS NG,200912813D,,,NET 30,,M/S: Ng ,68621362,ssng@itsindustrialhardware.com,,"10 UBI CRESCENT, LOBBY D
#06 - 60
SINGAPORE 408564
",60,,408564,6862 1362 MS NG
I0020,SINGAPORE,INTERFREIGHT LINC LOGISTICS PTE LTD,6225 3391,200208990C,,,NET 30,,M/S: Ng ,68621362,ssng@itsindustrialhardware.com,,"511 KAMPONG BAHRU ROAD
KEPPEL DISTRIPARK
##01 - 06/07
SINGAPORE 099447
",06/07,,099447,6225 3391
I0021,SINGAPORE,INOVA MICROSYSTEMS PTE LTD,6570 3826,,,,NET DUE,,M/S: Ng ,68621362,ssng@itsindustrialhardware.com,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0022,SINGAPORE,INTEC PRECISION EQUIPMENT PTE LTD,6570 3826,,,,NET DUE,,M/S: Ng ,68621362,ssng@itsindustrialhardware.com,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0023,SINGAPORE,INTEC PRECISION EQUIPMENT PTE LTD,6570 3826,,,,NET DUE,,M/S: Ng ,68621362,ssng@itsindustrialhardware.com,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0024,SINGAPORE,INTERSILKSCREEN PRINTING SERVICES,6570 3826,,,,NET DUE,,M/s: Jesslyn Yong,68936615 / 97560609,inpoint05@yahoo.com,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0025,SINGAPORE,IPSEA SINGAPORE PTE LTD,6570 3826,200310435w,,,NET DUE,,NORBERT FICKENSCHER,9636 5646 ,ipsea@singnet.com.sg ,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0026,SINGAPORE,INTELLIGENT SECURITY SYSTEMS PTE LTD,6570 3826,200601101C,,,NET 30,,JUSTIN KOH ,9040 3888,js2128@singnet.com.sg ,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0027,SINGAPORE,INFRATINT PTE LTD,6570 3826,202004522N,,,NET DUE,,JUSTIN KOH ,9040 3888,js2128@singnet.com.sg ,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
I0028,SINGAPORE,"ICE QUBE, INC.",6570 3826,,,,NET DUE,,JOAN HOOPES,724-837-7600 ext. 217,joan@iceqube.com,,"458 ANG MO KIO AVE 5,
#06 - 30
SINGAPORE 680458
",30,,680458,6570 3826
J0001,SINGAPORE,JACK SOON AUTO TRADING,2613762/2617697,39668100W,,,NET 30,,JOAN HOOPES,724-837-7600 ext. 217,joan@iceqube.com,,"9 PIONEER ROAD NORTH
# 01
SINGAPORE 628461",,,628461,2613762/2617697
J0002,SINGAPORE,JACK LI TRADING & TOWING,2640593,46570900A,,,NET 30,,JOAN HOOPES,724-837-7600 ext. 217,joan@iceqube.com,,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE 628457",,,628457,2640593
J0003,,JIN HEUNG ELECTRIC CORP. (BOA),,,,,NET 30,,JOAN HOOPES,724-837-7600 ext. 217,joan@iceqube.com,,,,,,
J0004,SINGAPORE,JOO GUAN SENG MOTOR SERVICE,2655868/5603505,49011000B,,,NET 30,,JOAN HOOPES,724-837-7600 ext. 217,joan@iceqube.com,,"27A JURONG PORT ROAD,
SINGAPORE 619101
",,,619101,2655868/5603505
J0005,SINGAPORE,JINDA AUTO TRADING CO.,6294 5934 / 6294 9403,28079200W,,,NET 30,,MR LIM,6294 5934 / 6294 9403,,,"57 JALAN BESAR
SINGAPORE 208809
",,,208809,6294 5934 / 6294 9403
J0006,SINGAPORE,JET EXPRESS (PTE) LTD,5425144,197101388E,,,NET 30,,MR LIM,6294 5934 / 6294 9403,,,"P.O BOX 525 SINGAPORE CHANGI AIRPORT
SINGAPORE 918101", ,,918101,5425144
J0007,SINGAPORE,JMW ABRANITE ENTERPRISE,5535488,52896202K,,,NET 30,,MR LIM,6294 5934 / 6294 9403,,,"220 TAGORE LANE ,     
# 04 - 07
LIBERTY WAREHOUSE  
SINGAPORE 787600",07,,787600,5535488
J0008,SINGAPORE,JUTECH ELECTRIC & ELECTRONIC PTE LTD,6391 1088,199600008M,,,NET DUE,,MR JIM ,6391 1088,jim@jutechtester.com,,"10 JALAN BESAR , SIM LIM TOWER
#09 - 04
SINGAPORE 208787
",04,,208787,6391 1088
J0009,SINGAPORE,JURID ENTERPRISE PTE LTD,6742 5516,198404282K,,,NET DUE,,MR GOH,6742 5516,,,"35 GENTING ROAD,
SINGAPORE 349483
",,,349483,6742 5516
J0010,SINGAPORE,JIC INSPECTION SERVICES PTE LTD,6458 4555,199405744R,,,NET 30,,MR GOH,6742 5516,,,"385 SIN MING DRIVE,
SINGAPORE 575718
",,,575718,6458 4555
J0011,SINGAPORE,JP NELSON EQUIPMENT PTE LTD,6368 9991,199206854M,,,NET 30,,MR GOH,6742 5516,,,"30 BENOI ROAD ,
SINGAPORE 629900",,,629900,6368 9991
J0012,SINGAPORE,JOO DEVELOPMENT PTE LTD,6268 3549/6268 1043,198003124K,,,NET 30,,MR GOH,6742 5516,,,"TEBAN GARDEN POST OFFICE ,  P.O.BOX 641
SINGAPORE 916002", ,,916002,6268 3549/6268 1043
J0013,SINGAPORE,JOBS DB SINGAPORE PTE LTD,6861 1000,199901101W,,,NET 30,,MR GOH,6742 5516,,,"8 JURONG TOWN HALL ROAD,   
# 01/02/03
 THE JTC SUMMIT,  
SINGAPORE 609434",01/02/03,,609434,6861 1000
J0014,SINGAPORE,JINSON INDUSTRIES (S) PTE LTD,6561 6761,199400610W,,,NET DUE,,MR WONG   H/P: 9002 5585,6561 6761,,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0015,SINGAPORE,JGL WORLDWIDE (SG) PTE LTD,6561 6761,201119109E,,,NET 30,,RICHARD LEE,65327088,Richard.Lee@JGLww.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0016,SINGAPORE,FLOW WATERJET HONG KONG LIMITED,6561 6761,731136-A,,,NET 30,,DOREEN CHEN,886-3-577-2102,Doreen@flowcorp.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0017,SINGAPORE,JOTRIN ELECTRONICS LIMITED,6561 6761,,,,NET DUE,,KARMY CHAN ,+86 755 83666342,sales@jotrin.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0018,SINGAPORE,JENMON INTERNATIONAL PTE LTD,6561 6761,20-0108280-0,,,NET 30,,LIM CAIYUN,6558 7085/6,lim.@caiyun.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0019,SINGAPORE,"JIANGNAN YIFAN MOTOR CO., LTD",6561 6761,,,,NET DUE,,ANGELA,0086-510-83570658,sales@yifanmotor.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0020,SINGAPORE,JH TYRES & BATTERIES PTE LTD,6561 6761,201111023Z,,,NET 30,,ANGELA,0086-510-83570658,sales@yifanmotor.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
J0021,SINGAPORE,"JIANGSU SANYOU DIOR ENERGY-SAVING NEW MATERIAL CO, LTD",6561 6761,,,,NET DUE,,MS LISA LI,86-180-1822-2706,lisali@czsanyou.com,,"2021 BUKIT BATOK IND. PARK A, STREET 23
#01 - 200
SINGAPORE 659526
",200,,659526,6561 6761
K0001,SINGAPORE,KGE PRIVATE LIMITED,65697811,198204392K,,,NET 30,,MS LISA LI,86-180-1822-2706,lisali@czsanyou.com,,"20 BUKIT BATOK CRESCENT ,   
# 05
ENTERPRISE CENTRE  
SINGAPORE 658080",,,658080,65697811
K0002,SINGAPORE,KUAN QUEK MOTOR,2642189,25455700K,,,NET 30,,MS LISA LI,86-180-1822-2706,lisali@czsanyou.com,,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE 628457",,,628457,2642189
K0003,SINGAPORE,KIM SENG RADIATOR REPAIRER,62666806,29209800J,,,NET 30,,MS LISA LI,86-180-1822-2706,lisali@czsanyou.com,,"749 JURONG WEST STREET 73
# 03
SINGAPORE 640749",,,640749,62666806
K0004,SINGAPORE,KOH POH SENG MOTOR TRADING,2657826,26136700E,,,NET 30,,MS LISA LI,86-180-1822-2706,lisali@czsanyou.com,,"3 PIONEER ROAD NORTH
# 01
SINGAPORE 628457",,,628457,2657826
K0005,,KOSHIDA CORPORATION,,,,,NET 30,,MS LISA LI,86-180-1822-2706,lisali@czsanyou.com,,,,,,
K0006,SINGAPORE,KIAN HUAT METAL PTE LTD,6261 8600,199800723M,,,NET DUE,,MR TAN,6261 8600,khmtl0168@yahoo.com.sg ,,"11 PIONEER ROAD NORTH
SINGAPORE 628462
",,,628462,6261 8600
K0007,SINGAPORE,KIM HEE PTE LTD,64812005,200811695W,,,NET 30,,Mr. Ng ( Boss ),64812005,,,"10 ADMIRALTY STREET ,NORTH LINK BUILDING
#01 - 28
SINGAPORE 757695
",28,,757695,64812005
K0008,SINGAPORE,KOYAN TRADING COMPANY,7474258,07035100K,,,NET 30,,MS SEAH,6747 4258,,,"621 ALJUNIED ROAD,    
#02 - 08
SINGAPORE 389834
",08,,389834,7474258
K0009,USA,CRANE COMPOSITES,800-435-0080,,,,NET 60,,TRACY NEVAREZ,815.467.8626 ,tnevarez@cranecomposites.com,,"23525 W.EAMES STREET
#  -  
CHANNAHON 
 USA
", ,,,800-435-0080
K0010,SINGAPORE,KALTECH ENGRG & REFRIGERATION PTE LTD,6863 3681,199307561H,,,NET 30,,Audrey Cheng ,,audrey@kaltech.com.sg,,"9 TUAS LINK 1
SINGAPORE 638587
",,,638587,6863 3681
K0011,SINGAPORE,KANSAI PAINT (SINGAPORE) PTE LTD,2618621,196300029C,,,NET 30,,Audrey Cheng ,,audrey@kaltech.com.sg,,"57 PENJURU ROAD
SINGAPORE 609141",,,609141,2618621
K0012,SINGAPORE,KIM SAN ELECTRIC CO (PTE) LTD**,62968720,197900839W,,,NET DUE,,M/S: Tan,62968720,sockhui@kimsan.com.sg,,"10 JALAN BESAR ,  SIM LIM TOWER 
SINGAPORE 208787
",,,208787,62968720
K0013,SINGAPORE,KIAN HO BEARINGS LTD,6287 5866,197302030N,,,NET 30,,SHARON,6287 5866,,,"5 CHANGI SOUTH STREET 3
SINGAPORE 486117
",,,486117,6287 5866
K0014,SINGAPORE,KINGCRIMSON MARKETING PTE LTD,62991269,199509097Z,,,NET 30,,SHARON,6287 5866,,,"261 WATERLOO STREET 
# 01
SINGAPORE ",,,,62991269
K0015,SINGAPORE,K.DYNAMIC TRADING PTE LTD,63657853,198902647W,,,NET 30,,SHARON,6287 5866,,,"74 SUNGEI KADUT STREET 01
SINGAPORE ",,,,63657853
K0016,SINGAPORE,"KIM SIAH ELECTRIC CO., (PTE) LTD",6291 4000,196900578H,,,NET 30,,MS KATHERINE,6291 4000,katherine.wee@kimsan.com.sg,,"5 PEREIRA ROAD,
ASIAWIDE INDUSTRIAL BUILDING
#07 - 04
SINGAPORE 368025
",04,,368025,6291 4000
K0017,SINGAPORE,AUTODIESEL TURBO FUEL SYSTEMS PTE LTD,6453 6656,199500869M,,,NET 30,,MS KATHERINE,6291 4000,katherine.wee@kimsan.com.sg,,"101 WOODLANDS INDUSTRIAL PARK E5,E-TERRACE,
SINGAPORE 757522
",,,757522,6453 6656
K0018,SINGAPORE,KIM GAN ENTERPRISE PTE LTD,6314 4346,200106673H,,,NET 30,,MDM NG,6314 4346,kimgan168@pacific.net.sg,,"38 WOODLANDS INDUSTRIAL PARK E1
#04 - 04
SINGAPORE 757700
",04,,757700,6314 4346
K0019,SINGAPORE,KAESER KOMPRESSOREN PTE LTD,6885 7733,199402071K,,,NET 30,,Nigel Low,68857726,nigel.low@kaeser.com,,"81 TECH PARK CRESENT , TUAS TECH PARK
#  -  
SINGAPORE 638067
", ,,638067,6885 7733
K0020,SINGAPORE,KIM MUN KANG MOTOR WORKSHOP,6281 0409,29339300A,,,NET 30,,Nigel Low,68857726,nigel.low@kaeser.com,,"14 DEFU LANE 4
SINGAPORE 539416", ,,539416,6281 0409
K0021,SINGAPORE,KODAK (SINGAPORE) PTE LTD,9830 7548,195100060C,,,NET 30,,Nigel Low,68857726,nigel.low@kaeser.com,,"151 LORONG CHUAN , LOBBY B    
# 05 - 01
NEW TECH PARK   
SINGAPORE 556741",01,,556741,9830 7548
K0022,SINGAPORE,KOELNMESSE PTE LTD,63967180,200208278C,,,NET 30,,Nigel Low,68857726,nigel.low@kaeser.com,,"152 BEACH ROAD ,    
# 05
GATEWAY EAST  
SINGAPORE ",05,,,63967180
K0023,SINGAPORE,KYOWA PETROCHEMISTRY (S) PTE. LTD.,6265 7810,198702485K,,,NET 30,,CHUA KIM WAH,6265 7810,kps@metalquest.com.sg ,,"13 PIONEER ROAD NORTH
#01 - 73
SINGAPORE 628463
",73,,628463,6265 7810
K0024,SINGAPORE,KONG SENG HUAT TYRES PTE LTD,6862 0430 /0161,200923037K,,,NET 30,,MR LEW PENG KIAP   H/P: 9694 2885,6862 0430 / 0161,shkong05@singnet.com,,"852 JURONG WEST ST. 81
#05 - 315
SINGAPORE 640852
",315,,640852,6862 0430 /0161
K0025,SINGAPORE,KOON HIN LEE SAFETY PRODUCTS,6268 0401,49478800C,,,NET 30,,MR LEW PENG KIAP   H/P: 9694 2885,6862 0430 / 0161,shkong05@singnet.com,,"221 BOON LAY PLACE,
BOON LAY SHOPPING CENTRE
#01 - 238
SINGAPORE 640221
",238,,640221,6268 0401
K0026,SINGAPORE,KT MESDORM PTE LTD,6337 2666,200104225R,,,NET 30,,MR LEW PENG KIAP   H/P: 9694 2885,6862 0430 / 0161,shkong05@singnet.com,,"120 LOWER DELTA ROAD , CENDEX CENTRE
#04 - 10
SINGAPORE 169208
",10,,169208,6337 2666
K0027,SINGAPORE,KOH (POWDER COATING) PTE LTD,6261 2630,199204699R,,,NET 30,,MR KOH CHENG CHANG   ,6261 2630,,,"17 NEYTHAL ROAD,
SINGAPORE 628582
",,,628582,6261 2630
K0028,SINGAPORE,KIAN HENG TRUCK BODY BUILDER PTE LTD,6264 7842,200814336W,,,NET 30,,MR KOH CHENG CHANG   ,6261 2630,,,"49 PANDAN ROAD
SINGAPORE 609290",,,609290,6264 7842
K0029,SINGAPORE,KUAN YONG AUTO,6766 8911,,,,NET 30,,MR KOH CHENG CHANG   ,6261 2630,,,"75 JALAN DERMAWAN
SINGAPORE 669026",,,669026,6766 8911
K0030,SINGAPORE,KIM HWEE INDUSTRIAL TECHNOLOGY PTE LTD,6268 9081,198600130M,,,NET 30,,MR KOH CHENG CHANG   ,6261 2630,,,"13 PIONEER ROAD NORTH
#01 - 72
SINGAPORE 628463
",72,,628463,6268 9081
K0031,SINGAPORE,KIAN SOON HUAT CO.,6296 7376/ 6294 9194,,,,NET DUE,,SAMUEL LAM   H/P: 9232 7024,6296 7376,sam@kiansoonhuat.com,," KING GEORGE'S AVE
SINGAPORE 
",,,,6296 7376/ 6294 9194
